	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
TP53I13	0.49933064	0.2699123	0.41585445	0.12823756	0.4777919	0.03133684	0.48230585	0.95304674	0.9999589	0.79610616	0.62138796	0.49923918	0.7437674	0.9999987	0.9914436	0.0027963186
FRRS1L	0.29439917	0.4619901	0.33304426	0.52514905	0.72086066	0.24917412	0.40718544	0.7578011	0.93554235	0.36658666	0.68236375	0.30202708	0.39730248	0.91158456	0.9498912	0.14601737
DROSHA	0.017292509	0.38210103	0.040075336	0.94399345	0.9130584	0.21818751	0.16443606	0.7253626	0.9356	0.04307327	0.32770002	0.14850873	0.12518857	0.8141161	0.9986879	0.08430463
DICER1	0.026180789	0.43450233	0.080434464	0.9414546	0.66969943	0.20800993	0.17972726	0.6573056	0.8519833	0.18486567	0.18861166	0.3671297	0.13282835	0.7174382	0.98004377	0.16677156
APPBP2	0.093495496	0.30850852	0.13425976	0.54199946	0.4781524	0.4536415	0.3445021	0.6095669	0.18984562	0.30743632	0.10050745	0.598518	0.6877421	0.33771816	0.9371984	0.49204144
FEM1B	0.113246076	0.32829952	0.1354887	0.5529748	0.46176806	0.49762088	0.34760895	0.604111	0.1987665	0.340849	0.114401035	0.6034679	0.6534057	0.3405023	0.9163961	0.4852538
PRAMEF6	0.0830891	0.31034067	0.1547594	0.45786625	0.5229508	0.40446526	0.37728775	0.6705867	0.22033323	0.26042017	0.14361271	0.5349984	0.72494215	0.4184582	0.94178635	0.51012576
FEM1C	0.089948624	0.2954358	0.1307442	0.5350199	0.4694293	0.43295515	0.3467136	0.60318357	0.18130502	0.30725655	0.09370041	0.6073906	0.6937151	0.33392343	0.94022346	0.508246
FEM1A	0.090663165	0.29306334	0.13105531	0.541382	0.4734097	0.43242526	0.3490147	0.6000522	0.1801293	0.30958372	0.091804415	0.61305785	0.6919568	0.33317527	0.94030946	0.5040865
PPM1D	0.056637492	0.2636424	0.18308546	0.39415985	0.47802314	0.35566744	0.32414275	0.6137082	0.15990442	0.35514814	0.097563505	0.66811377	0.8082445	0.42266795	0.92138654	0.55914104
PRAME	0.09197681	0.32966027	0.12645413	0.5898475	0.4943428	0.47097895	0.2932155	0.56618375	0.2144182	0.34683365	0.11279302	0.6427922	0.6734361	0.33383366	0.948975	0.45693678
ELOC	0.06567337	0.20525831	0.13898437	0.87906057	0.488464	0.48526537	0.15841924	0.5282293	0.15245973	0.19524142	0.024564745	0.5846816	0.407092	0.3742929	0.83601874	0.42372656
ZYG11B	0.09346325	0.30862144	0.13413815	0.5413279	0.47791353	0.45370504	0.34483853	0.61020595	0.18982139	0.30736834	0.10062412	0.5981958	0.68785155	0.33792648	0.9371616	0.4924265
ZER1	0.09346327	0.30862147	0.13413815	0.5413279	0.47791353	0.45370504	0.34483853	0.6102059	0.18982139	0.30736834	0.10062416	0.59819573	0.68785155	0.33792648	0.9371616	0.4924265
KLHDC2	0.09807301	0.3017437	0.17963141	0.60478747	0.5233952	0.39605433	0.34707078	0.5832006	0.21120504	0.3568581	0.10562064	0.6447111	0.6675221	0.3237049	0.93263346	0.38441157
ASB4	0.08691656	0.29910013	0.11536355	0.563269	0.45171863	0.45087975	0.33172548	0.5961582	0.15665549	0.33306164	0.08859719	0.6201181	0.6819387	0.36521897	0.9372309	0.48216543
ELOB	0.066193745	0.20195502	0.14468445	0.8725418	0.47580993	0.48829454	0.15982802	0.54340744	0.13833572	0.18028139	0.02269758	0.5842821	0.4178835	0.3791987	0.8349527	0.44749963
COMMD1	0.12617925	0.32604393	0.36702558	0.38264126	0.5282732	0.77101964	0.5992153	0.47492743	0.43524638	0.36444736	0.07576178	0.31677476	0.49100003	0.18907757	0.6831441	0.38360184
KLHDC10	0.11815495	0.32854187	0.16360927	0.51799834	0.48488614	0.47206074	0.3585504	0.6103414	0.2103622	0.32651156	0.13362674	0.5780532	0.6815097	0.36210918	0.91319305	0.5022114
PRAMEF15	0.11542217	0.36375096	0.2257153	0.48431885	0.5316779	0.39538738	0.45673868	0.6458637	0.2867796	0.33147356	0.16006343	0.53109664	0.66998076	0.44080827	0.8714946	0.53220344
KLHDC3	0.08955602	0.2936327	0.102884874	0.60726607	0.5318992	0.4403477	0.3210481	0.6173616	0.22782405	0.23863907	0.10468034	0.5755029	0.6759156	0.39556107	0.9498812	0.46319234
CUL2	0.10174943	0.23517345	0.08016161	0.8446866	0.35690385	0.39688334	0.24774307	0.37404725	0.138593	0.53580004	0.02602205	0.751821	0.53988886	0.24973047	0.9378801	0.35057068
ISOC2	0.096199475	0.42661363	0.39964548	0.78503835	0.4383222	0.2744821	0.5848342	0.38468596	0.33890048	0.51901567	0.16904327	0.6659255	0.43424442	0.4272743	0.6582868	0.50768507
NAPRT	0.073227346	0.42275596	0.14045742	0.9534795	0.18956427	0.34539834	0.6817186	0.43450296	0.1116382	0.84205616	0.03585747	0.72095275	0.27475587	0.3742823	0.8704582	0.4805959
MROH6	0.20484273	0.4799546	0.275387	0.76895237	0.3696311	0.42008278	0.6074509	0.46290863	0.30042604	0.67012185	0.19154774	0.60781854	0.42648956	0.44634756	0.6628174	0.4821595
OPLAH	0.058371335	0.496567	0.47068435	0.81944644	0.76842767	0.24068382	0.63341635	0.17762195	0.3210245	0.39466298	0.25843507	0.82495415	0.66564924	0.3382603	0.55422187	0.27522892
SIAE	0.40681	0.50248045	0.5365893	0.53812355	0.53242964	0.48541072	0.42159224	0.49745858	0.47879624	0.575872	0.5288997	0.5812757	0.5671247	0.467887	0.5385908	0.4425823
GALR2	0.5226059	0.95526737	0.99370545	0.43866417	0.9419761	0.92288464	0.99562955	0.5356125	0.00586297	0.910543	0.43911165	0.9852836	0.8885871	0.7546743	0.8352968	0.74811864
CD37	0.58131105	0.46045098	0.5496922	0.520325	0.621009	0.35392806	0.53358907	0.63286054	0.4873588	0.5556974	0.6231293	0.5236197	0.37405	0.41921702	0.61561984	0.25391108
FFAR3	0.19203329	0.76755476	0.9042888	0.39153865	0.7070423	0.3467305	0.6631832	0.6876973	0.22932604	0.52808475	0.3081278	0.74365443	0.84644717	0.38109553	0.67438257	0.3904466
CD79B	0.010060135	0.27861685	0.97950166	0.9944372	0.9009007	0.37364385	0.006892	0.047638256	0.119973354	0.94980955	0.122664444	0.9964809	0.9022492	0.20023127	0.9698769	0.0041525844
VPREB3	0.004594278	0.2917975	0.9906816	0.9965694	0.8904222	0.4643828	0.0034650052	0.045604486	0.10056064	0.97592974	0.22662894	0.998161	0.9369188	0.18714057	0.9786643	0.003362992
BLK	0.28867808	0.51462525	0.65518486	0.61064214	0.63589895	0.42588666	0.43233708	0.57322323	0.45011202	0.48925376	0.4315258	0.67397577	0.5771977	0.27520058	0.68767184	0.36399764
MS4A1	0.19231832	0.46219724	0.680204	0.6689225	0.6379291	0.42886877	0.34753552	0.4724555	0.44143742	0.58189106	0.46499044	0.7235125	0.62104326	0.30281892	0.59861434	0.20588164
GPR42	0.111383304	0.9367355	0.99415034	0.33800152	0.80327713	0.4655875	0.5451106	0.664576	0.04285227	0.7515667	0.48247224	0.90578365	0.962668	0.5092581	0.8804094	0.34078297
GALR1	0.5330253	0.9693896	0.99671847	0.3993995	0.94529647	0.93437046	0.99712735	0.5653616	0.002914831	0.91928256	0.47762945	0.9893344	0.91060185	0.77794045	0.8644887	0.7804037
PAX5	0.086390704	0.147132	0.90146154	0.9851445	0.8841447	0.1684334	0.043272536	0.074851446	0.20212676	0.81742436	0.06903883	0.9409911	0.7953484	0.23900276	0.8984201	0.019476904
CD72	0.019529527	0.32383355	0.9761721	0.990965	0.95879394	0.25535816	0.0049077384	0.048473302	0.09870459	0.89535224	0.058477417	0.99767786	0.8173318	0.1803153	0.97105443	0.003908789
NOX5	0.40946454	0.31689146	0.42841187	0.5783763	0.62558293	0.2886518	0.5889343	0.5022688	0.49890307	0.6147462	0.36966005	0.4862853	0.5429543	0.39277306	0.59025973	0.26823348
BTLA	0.013233246	0.2567816	0.9818293	0.99475807	0.87196386	0.40177897	0.00775262	0.042495545	0.10689416	0.94089186	0.17558298	0.9940446	0.85594004	0.27249476	0.93266195	0.0051122713
FFAR2	0.32871297	0.8187526	0.93110925	0.42910227	0.820983	0.6966841	0.9451201	0.63264716	0.09269927	0.71870905	0.3781627	0.8877819	0.79416937	0.5267308	0.6888017	0.530239
SIGLEC15	0.028839305	0.3321208	0.6408979	0.83109045	0.7113198	0.58106107	0.17427	0.37971413	0.27357322	0.49509403	0.60538125	0.7509362	0.6833754	0.30726597	0.9165262	0.072234996
GAL	0.28470904	0.89748317	0.9784015	0.38374215	0.8444022	0.6036408	0.9171468	0.6533245	0.046576243	0.7152971	0.3738872	0.9071217	0.88044167	0.56258875	0.751089	0.52266836
GSC2	0.24853598	0.26835868	0.3231507	0.95332545	0.7824806	0.23019491	0.3534538	0.361881	0.4963613	0.13349946	0.4070318	0.7163014	0.5561749	0.5569423	0.80448663	0.14921176
LOC102724788	0.19061452	0.27278477	0.2446822	0.9165217	0.7112766	0.23628516	0.46170998	0.33072555	0.28269354	0.27773315	0.38948494	0.55974257	0.5455685	0.6218166	0.6382344	0.20208578
TBX1	0.26968038	0.30344486	0.42012042	0.91197366	0.7302022	0.20979442	0.42209756	0.3922759	0.4003442	0.25214595	0.26834008	0.7149326	0.49303165	0.3793832	0.74391896	0.24434859
GNB1L	0.2438782	0.3261095	0.26090327	0.8886546	0.71059155	0.29515117	0.40084878	0.4230901	0.4416951	0.19183654	0.42081827	0.64828247	0.43493342	0.5404869	0.69891244	0.24182956
ZFY	0.3538485	0.5234589	0.1706547	0.7829136	0.7479042	0.21833712	0.63458616	0.6910274	0.476138	0.15528627	0.6865257	0.626415	0.3429996	0.33704764	0.9146289	0.30764228
UTY	0.53384846	0.49774948	0.22277716	0.72039086	0.8539209	0.18832348	0.6940922	0.76097816	0.6643095	0.103432916	0.67416555	0.7003559	0.46430168	0.2486803	0.8897221	0.28207207
TSPY1	0.5983819	0.5100597	0.34865496	0.60731107	0.8598828	0.2086609	0.6819271	0.73269147	0.7138834	0.14787039	0.5923568	0.7263529	0.5578504	0.2652135	0.79207826	0.37478945
USP9Y	0.585638	0.51356447	0.3041323	0.64093405	0.8626034	0.19381315	0.7010586	0.77249193	0.73772895	0.110052265	0.6447069	0.7379892	0.527447	0.21251944	0.8569394	0.34156948
ZPR1	0.4966811	0.45094982	0.42219552	0.5021423	0.5798051	0.39819032	0.46652046	0.5430889	0.47652408	0.51604724	0.52903533	0.5914555	0.4923848	0.5370189	0.55622846	0.455786
PRKY	0.30416614	0.5404182	0.24024716	0.74292755	0.71649015	0.24672954	0.5897757	0.6361106	0.41455555	0.24796323	0.5729791	0.68986386	0.40015197	0.3153669	0.91628206	0.3749895
MEA1	0.24307273	0.33685133	0.24634995	0.71642077	0.70502317	0.36889246	0.34799814	0.54169905	0.3580428	0.32287842	0.4067999	0.5225118	0.4894701	0.56287295	0.7359061	0.29807046
DDX3Y	0.5753705	0.51929307	0.29476988	0.6481236	0.8473238	0.19242516	0.715865	0.7757137	0.7178115	0.11247085	0.65130717	0.7418578	0.4793377	0.20981255	0.85961956	0.36093894
SRY	0.43578225	0.47360831	0.32546178	0.62871766	0.7742356	0.24524835	0.60256994	0.5982861	0.48624358	0.28043073	0.49654227	0.5908316	0.55208266	0.37948167	0.7650688	0.38310033
ZFX	0.38012838	0.51498455	0.17992048	0.85745525	0.8768758	0.19231737	0.654383	0.71367556	0.6539832	0.12605844	0.5019108	0.62372166	0.4640334	0.23648624	0.9630253	0.26631063
AMELX	0.27044052	0.6158593	0.33651698	0.6352428	0.73791635	0.39678565	0.55504036	0.5226202	0.31517252	0.3523933	0.5788193	0.6497462	0.53110397	0.5380444	0.75345653	0.55811274
TMSB4Y	0.43861738	0.5496668	0.22263226	0.6903884	0.81845236	0.22488521	0.692031	0.73986894	0.63302606	0.1590376	0.6792919	0.6351713	0.4716939	0.31604025	0.8943467	0.370325
AMELY	0.358996	0.543676	0.21590097	0.6920947	0.78097713	0.30323812	0.6099813	0.6200741	0.51530737	0.24753214	0.61790144	0.62061554	0.47936317	0.43232048	0.8559259	0.44780412
KDM5D	0.2717007	0.53918415	0.076493904	0.8391925	0.64640355	0.23107229	0.6793256	0.77573764	0.4058365	0.10749476	0.74386865	0.5912396	0.20992488	0.237615	0.9740849	0.23135436
NLGN4Y	0.16988975	0.6491132	0.21920204	0.683261	0.041143388	0.20412305	0.74514174	0.70141536	0.0451986	0.34094462	0.9148403	0.8763812	0.032145236	0.07554126	0.7643075	0.49021432
TBL1Y	0.41254303	0.56216776	0.2339557	0.6747427	0.79995567	0.26770064	0.6461866	0.64822304	0.55601233	0.22618729	0.6589808	0.6225657	0.47717866	0.39934555	0.8428656	0.43425256
KCNQ1	0.5590244	0.6999561	0.6081977	0.4883684	0.50037354	0.4563988	0.77211744	0.24730548	0.14521061	0.75508004	0.8749028	0.7786649	0.038724054	0.5205268	0.21243797	0.9023507
KCNJ18	0.7486883	0.9962291	0.89943284	0.40962425	0.046448495	0.27403218	0.9990958	0.061514705	2.988394e-05	0.9934638	0.9981249	0.9986872	7.128871e-05	0.9708076	0.041936826	0.9999019
TCF7L2	0.2551507	0.99506927	0.99975747	0.12857236	0.89532393	0.7116996	0.9684079	0.71677005	0.00050379924	0.8355783	0.6661355	0.9869336	0.9614941	0.7139432	0.9297119	0.82969713
KCNE4	0.53142893	0.84641004	0.7959934	0.29042563	0.24599071	0.71612096	0.88691944	0.12948637	0.124942794	0.8529168	0.9824823	0.87353086	0.011332805	0.49713698	0.1683384	0.97851425
SLC30A8	0.25536945	0.7241235	0.6485263	0.69953513	0.62097067	0.59616	0.68672746	0.52684385	0.13297872	0.85723853	0.34948114	0.80065995	0.5325315	0.42983243	0.7902951	0.41673636
ADCY3	0.9475391	0.028335027	0.03557728	0.99116135	0.92862964	0.9999058	1.0	0.08111849	0.07515199	0.9952905	0.42330226	0.9985178	0.020063622	0.7717271	0.1720897	0.9719453
ASCL2	0.41706672	0.32920286	0.5320219	0.95320976	0.8177513	0.2355754	0.2380157	0.14026758	0.37808785	0.61660993	0.60265684	0.8050683	0.020164572	0.6586136	0.27238986	0.40529132
TSSC4	0.22801284	0.6901917	0.7117902	0.77677757	0.80358756	0.22313982	0.2795347	0.6187563	0.43642288	0.7561628	0.6240509	0.82975787	0.054852203	0.86764103	0.67703134	0.7565166
KCNE2	0.52306247	0.85855347	0.8381523	0.2760101	0.2468781	0.707172	0.8812935	0.1283255	0.10477154	0.8686166	0.98003435	0.8904363	0.013065496	0.49247774	0.1519222	0.97869873
KCNJ12	0.2073316	0.9804565	0.97771156	0.2470441	0.26300266	0.19047795	0.7068318	0.5425439	0.0009869481	0.6564147	0.8770162	0.9949576	0.12089498	0.07531396	0.7329609	0.7856772
IGF2	0.28891307	0.77641785	0.95268977	0.7768919	0.92528707	0.15284887	0.18748614	0.24857286	0.02519613	0.71760213	0.086845875	0.960076	0.545402	0.43338174	0.90256155	0.1557661
PHLDA2	0.36526898	0.47723338	0.53117055	0.7715626	0.66311157	0.35462278	0.38763437	0.24903785	0.34529114	0.64142334	0.5780523	0.78759956	0.05274383	0.42465183	0.38315392	0.6104149
DYNC1I2	0.21074975	0.20272572	0.16934116	0.80537957	0.72168	0.33706343	0.23213847	0.5554986	0.48099193	0.65808517	0.3727149	0.82891095	0.13272345	0.19200835	0.8761594	0.17899816
KCNAB1	0.6159737	0.81859565	0.24991736	0.56501645	0.8819231	0.48189476	0.9235782	0.533345	0.21289311	0.21952866	0.9687011	0.43894163	0.01397606	0.55441576	0.88774276	0.8773365
KCNQ3	0.64024186	0.7581417	0.6751728	0.4385736	0.5907046	0.4496683	0.8154812	0.16259472	0.18553072	0.8343363	0.92386353	0.8086611	0.020814484	0.582814	0.22575359	0.9581722
KCNJ4	0.3763072	0.99952567	0.99980277	0.09307828	0.9851156	0.22232874	0.7968917	0.42046103	0.00017452703	0.88831055	0.61224157	0.9995852	0.7641066	0.21924843	0.9666549	0.9563412
AKAP9	0.34246507	0.8328063	0.89606553	0.48441234	0.46882054	0.4538461	0.7744348	0.32182896	0.04012558	0.84002316	0.8495188	0.87366456	0.099989675	0.4213698	0.47256878	0.87442195
KCNJ5	0.8045474	0.9854925	0.99902296	0.6532118	0.9883259	0.9983626	0.99999654	0.32064006	7.0242815e-05	0.9927858	0.6712082	0.9997495	0.7326675	0.9032601	0.8773595	0.9681768
SLC22A18	0.38965803	0.4434226	0.5180444	0.7962291	0.6134684	0.31819296	0.39557913	0.22684444	0.36011928	0.6750889	0.57527	0.7881167	0.04680947	0.41832688	0.3801984	0.6290012
SLC22A18AS	0.53242207	0.45127603	0.3891238	0.7851114	0.42344567	0.39786726	0.5185347	0.18085523	0.21264744	0.6692391	0.530247	0.7982271	0.03434829	0.30474752	0.32116178	0.67614883
KCNJ13	0.53635156	0.7287726	0.47898456	0.48883647	0.2535169	0.51146966	0.8351612	0.24173412	0.08721952	0.76532936	0.9385268	0.79591024	0.033307217	0.64687383	0.1549578	0.9298716
HHEX	0.2576182	0.6987101	0.63746756	0.6675907	0.6211984	0.54432416	0.7319868	0.4928986	0.07586313	0.71296096	0.3273515	0.7908654	0.42318806	0.4101672	0.817135	0.49430844
KCNAB2	0.5948081	0.6588098	0.20144716	0.7186786	0.7106434	0.57499564	0.8341336	0.7860122	0.6942529	0.80841976	0.48997688	0.40895572	0.34939116	0.5546022	0.805533	0.26242942
KCNK5	0.5155674	0.6795639	0.43666896	0.5341098	0.32915115	0.4956457	0.7072772	0.26016042	0.17471357	0.60582346	0.87749964	0.7298047	0.12568018	0.62225795	0.2025231	0.83953226
KCNN4	0.41812372	0.89407426	0.8736903	0.24458933	0.11945026	0.7341953	0.8586501	0.12607561	0.06549121	0.85987407	0.97866255	0.88970333	0.053830918	0.4420147	0.2617873	0.9743988
KCNE3	0.5292929	0.80061007	0.7695074	0.3140175	0.3094885	0.6952749	0.8056855	0.15258563	0.18672921	0.8004861	0.9624748	0.8066181	0.032178245	0.54136086	0.17821988	0.95521617
KCNJ11	0.29931796	0.9058388	0.9443319	0.4058487	0.6651211	0.52816445	0.73947024	0.43166757	0.023694789	0.79957885	0.5546359	0.898699	0.5388637	0.5052779	0.76517534	0.6393263
KCNQ5	0.6642559	0.7423513	0.54160285	0.44524518	0.69246465	0.44924057	0.77778214	0.29923153	0.21664876	0.7059904	0.88117814	0.7738067	0.03715593	0.59767604	0.38911176	0.9250159
KCNQ4	0.45313293	0.5999453	0.65312856	0.5764844	0.50832224	0.38904542	0.65077233	0.49508467	0.34253582	0.77587885	0.73777366	0.62412536	0.13660528	0.4640835	0.49868459	0.73789793
KCNJ2	0.44409433	0.8226424	0.8412542	0.45714286	0.35692957	0.46147177	0.8174943	0.28019238	0.051892623	0.851464	0.8842477	0.8894143	0.06794481	0.49399284	0.32061663	0.9062226
SCN4B	0.59159166	0.85863096	0.84496313	0.25787973	0.37189725	0.6982009	0.8537148	0.08207036	0.15715268	0.88245827	0.9809904	0.86192656	0.013352365	0.54127765	0.13482036	0.98350394
KCNE5	0.48811364	0.8194177	0.7874761	0.32254517	0.3578205	0.71140087	0.78898287	0.16085061	0.19282094	0.81537104	0.9612378	0.808099	0.03553116	0.55837286	0.23527305	0.9522197
KCNH2	0.41557103	0.89923036	0.81016326	0.56431574	0.33010727	0.4182849	0.935022	0.24224558	0.014648602	0.8056212	0.9607848	0.92695785	0.013421092	0.5170399	0.3986468	0.9476866
IGF2BP2	0.096521944	0.49811462	0.27308178	0.66118234	0.51305294	0.27938166	0.36288187	0.3727426	0.50041926	0.66147345	0.3081664	0.56049675	0.09601054	0.43206066	0.42222026	0.60582983
KCNE1	0.48272845	0.8275881	0.83416104	0.44419253	0.48030564	0.5049786	0.8224884	0.287355	0.06708705	0.83270305	0.9155556	0.84997696	0.049200013	0.51546085	0.38235712	0.91106045
KCNQ2	0.59701437	0.81655425	0.7890742	0.30403396	0.51351726	0.6508523	0.80893797	0.10677459	0.1703255	0.8804969	0.9661171	0.8192128	0.01621214	0.5742207	0.13712999	0.97905844
CDKN1C	0.3393758	0.33737123	0.41714573	0.9383467	0.77263266	0.24927144	0.21758711	0.11082498	0.29573262	0.688692	0.21849602	0.88958853	0.033515997	0.31346074	0.586247	0.43020567
ADCY9	0.9093571	0.9582845	0.9947491	0.8592501	0.99417734	0.9997558	0.99999976	0.21428719	0.00011637953	0.99709463	0.4758899	0.9999156	0.59459066	0.93267566	0.8194476	0.97213405
KCNE1B	0.37975737	0.75721693	0.85838073	0.6795252	0.2031348	0.4412131	0.87363297	0.11084356	0.031189727	0.9581687	0.95142645	0.9655668	0.0104197	0.38099673	0.24112934	0.96886885
KCNJ14	0.37725517	0.9995388	0.99980587	0.09113373	0.98521036	0.22373876	0.7992326	0.4214846	0.00017199265	0.88788974	0.6156999	0.99958926	0.7644226	0.21938315	0.9666451	0.95742476
CDKAL1	0.25533167	0.5890998	0.65132654	0.728605	0.59086883	0.46926457	0.6166766	0.4982554	0.09291919	0.6043013	0.16991965	0.76487714	0.38982302	0.375625	0.7687821	0.5145593
TRPM5	0.7844358	0.7554867	0.9209399	0.3255887	0.5996747	0.892344	0.9969683	0.67715275	0.013569361	0.607482	0.59796935	0.98506945	0.7285218	0.7207052	0.8284712	0.9606185
PKD1L3	0.4838211	0.7089412	0.6630538	0.49856386	0.636336	0.40956017	0.6978556	0.3497048	0.1984896	0.6447499	0.7100719	0.6638	0.17588313	0.5034106	0.44631267	0.7928345
TAS1R3	0.5763544	0.7882491	0.9015403	0.19864535	0.51231676	0.82482344	0.9718382	0.7845936	0.026415449	0.47415	0.535834	0.900501	0.7895546	0.59044135	0.8385859	0.8625014
NUDT9	0.3130829	0.7842597	0.5647538	0.6885326	0.6012434	0.41517568	0.8556502	0.39605477	0.06458502	0.799373	0.6001922	0.7706821	0.25415087	0.6315726	0.62796575	0.74539393
TRPV2	0.49089786	0.82960624	0.819676	0.5067504	0.6100517	0.35933113	0.8525788	0.36478505	0.07946648	0.8024333	0.8838809	0.7777563	0.06867119	0.6066334	0.4126518	0.8965511
POU2F3	0.33673382	0.44710094	0.8663818	0.5906729	0.89824414	0.38402134	0.80747217	0.79762495	0.18394786	0.008276172	0.91462594	0.7802439	0.22676805	0.94928795	0.7754535	0.9573725
TRPV1	0.47670206	0.8830046	0.8925012	0.35389528	0.5174567	0.5836294	0.87277555	0.23775913	0.07690834	0.819304	0.93840754	0.84170127	0.07316206	0.5920249	0.31745112	0.9443103
TAS1R1	0.60614765	0.7825808	0.8956081	0.21438405	0.5236728	0.84109586	0.9782094	0.76290643	0.025663583	0.5062044	0.5407852	0.9143922	0.7724331	0.5951819	0.83404803	0.8737943
CALHM1	0.74639606	0.7635358	0.8596788	0.31415966	0.51176655	0.81850994	0.9840074	0.42699948	0.043769944	0.7811437	0.7411368	0.9539588	0.39428845	0.62822914	0.5961632	0.95035565
TRPA1	0.5148145	0.8663153	0.87834936	0.29385373	0.5398432	0.60939085	0.8205284	0.19675191	0.13048425	0.8114904	0.95212275	0.79958427	0.054002576	0.54969996	0.27770868	0.9518722
PKD2L1	0.70096964	0.7329761	0.8544631	0.3499128	0.5161636	0.82600087	0.98862994	0.6041378	0.030827705	0.70772284	0.57923925	0.9566337	0.62825483	0.59838486	0.7595866	0.91521376
TRPC1	0.5555322	0.8089221	0.79733616	0.5076875	0.5848824	0.31910163	0.86001545	0.30316463	0.06967464	0.82720256	0.86419857	0.7755751	0.041930255	0.6089045	0.29425514	0.9240941
GNAT3	0.6245794	0.84777063	0.9486675	0.24129413	0.64096475	0.90591156	0.99371463	0.76014376	0.010215556	0.6500847	0.5386636	0.96008444	0.80515873	0.6552351	0.85552007	0.89097166
DCLK1	0.53436536	0.6963909	0.7536531	0.380646	0.5606018	0.28684178	0.8121527	0.5652324	0.1060939	0.6590854	0.5823077	0.62870467	0.13922796	0.49030772	0.45229298	0.69390744
TAS1R2	0.567282	0.7855964	0.8971149	0.19885592	0.50929207	0.8111069	0.96700346	0.78268	0.028758736	0.46537358	0.53704107	0.8901776	0.7809022	0.58835346	0.83192074	0.85577434
TRIB2	0.16455683	0.05544726	0.7479529	0.98492485	0.61253893	0.04188086	0.49738684	0.16393146	0.27084956	0.8706863	0.008832127	0.6978224	0.46295008	0.05057529	0.9375565	0.026550027
TRIM21	0.20545863	0.42117068	0.33717778	0.7249963	0.76727736	0.35989833	0.37724194	0.6084951	0.51897967	0.4257625	0.2487827	0.6459579	0.38267517	0.33821416	0.8743652	0.28259125
COP1	0.08444894	0.21220678	0.14738561	0.8921183	0.72513974	0.28398833	0.3100633	0.17432055	0.24385494	0.33139238	0.044349555	0.5437674	0.4128239	0.080324456	0.9666249	0.18810453
TRIB1	0.15136512	0.083825365	0.718791	0.9662393	0.7364081	0.046108484	0.3090639	0.17672811	0.2054391	0.83919746	0.0077725817	0.8440427	0.48949048	0.10116562	0.9295876	0.022767313
UBE2E1	0.177328	0.13580789	0.049440004	0.97761506	0.18271787	0.21771881	0.18480472	0.18476628	0.124409914	0.78693384	0.010208799	0.7709068	0.17002112	0.20045513	0.9615856	0.07639655
RIBC2	0.14519133	0.103345945	0.74108696	0.8500227	0.536907	0.65339416	0.7770902	0.9721166	0.18318328	0.47064736	0.18031935	0.11300556	0.33163887	0.29375502	0.13876496	0.02743624
STK40	0.17718767	0.19228226	0.6742317	0.8484544	0.71297735	0.1448207	0.3866328	0.26603657	0.21677016	0.6942556	0.05542768	0.7103605	0.659518	0.19733484	0.8729535	0.17917426
OTUD5	0.41660598	0.16477887	0.37941	0.871386	0.511241	0.155831	0.18910074	0.17903784	0.42024332	0.58836854	0.052473795	0.69686955	0.49170676	0.32949653	0.85710716	0.10395463
USP11	0.55929273	0.24034584	0.4865844	0.8882259	0.6810719	0.36200947	0.27712116	0.3525788	0.42217946	0.39692068	0.16826403	0.6077312	0.21329413	0.5586312	0.7424205	0.41636023
TRAF3	0.44014555	0.13937742	0.5455303	0.8497429	0.94493103	0.252981	0.16641398	0.31672502	0.84189403	0.25682098	0.6581734	0.7486546	0.3663783	0.14773509	0.6865692	0.103364624
UBR5	0.21139771	0.2407291	0.40796375	0.920408	0.49069652	0.16807608	0.182968	0.20948897	0.35594118	0.5691707	0.06315311	0.7011953	0.21862915	0.44414943	0.73840237	0.2747434
ZUP1	0.33512583	0.14903894	0.23896308	0.81527823	0.4143764	0.14477897	0.28455624	0.24820898	0.30908537	0.49598017	0.032081295	0.63005185	0.4449645	0.31217557	0.880822	0.22115134
OTUD7A	0.43709663	0.22704682	0.281673	0.6439516	0.39591932	0.20765775	0.31875274	0.37932435	0.4501243	0.47960928	0.09361736	0.6033162	0.5343729	0.34623146	0.80974853	0.3057823
IKBKE	0.14314957	0.041860066	0.70644665	0.9907985	0.78627723	0.08826273	0.015330213	0.014240059	0.19934806	0.810213	0.013332967	0.9527132	0.3580817	0.15639745	0.9280921	0.007994958
GPKOW	0.11086091	0.368411	0.51254535	0.868597	0.8491154	0.088406466	0.10554005	0.8493864	0.8212205	0.71467245	0.14922346	0.85079044	0.11092873	0.98398143	0.7210101	0.4738176
DDX39B	0.007159561	0.34546274	0.29340574	0.9774851	0.9556277	0.098650075	0.006421607	0.9766201	0.9876479	0.7958582	0.23344623	0.90153885	0.017702006	0.99575233	0.9491684	0.4789817
PRPF8	0.0059610745	0.41220793	0.6424541	0.99557793	0.98604614	0.039417446	0.0016911213	0.9959223	0.9957129	0.85661954	0.35685465	0.97268796	0.0072152307	0.99941957	0.9860253	0.51415163
SNRNP40	0.004545037	0.30356517	0.31229946	0.99603987	0.99537826	0.041797593	0.0006325967	0.9977437	0.9989084	0.7513759	0.50793695	0.9681713	0.003915945	0.9998311	0.9958402	0.53195655
